-1.85508690700208e+001	-6.83371298405467e-001
-1.55617386352382e+001	-6.83371298405467e-001
-1.50454342874121e+001	-6.83371298405467e-001
-1.45563038526295e+001	-6.83371298405467e-001
-1.40672972169951e+001	-9.11161731207289e-001
-1.35781667822125e+001	-9.11161731207289e-001
-1.28715212439338e+001	-6.83371298405467e-001
-1.23280429830643e+001	-6.83371298405467e-001
-1.13499059126473e+001	-9.11161731207289e-001
-1.08606516787165e+001	-6.83371298405467e-001
-9.36608646132515e+000	-6.83371298405467e-001
-8.87695602654254e+000	-6.83371298405467e-001
-6.92043428741210e+000	-6.83371298405467e-001
-6.40412993958602e+000	-6.83371298405467e-001
-3.46934733089036e+000	-6.83371298405467e-001
-2.95304298306428e+000	-6.83371298405467e-001
2.01978310389225e+000	-6.83371298405467e-001
5.00891353867485e+000	-6.83371298405467e-001
